RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPE,LATITUD,LONGITUD,RURAL_RBD,PAGO_MENSUAL,MAT_TOTAL,CUR_SIM_TOT,DC_TOT,ratio_alumno_docente,ratio_alumno_curso,categoria_dependencia,TIPO_PAGO,PAGO_MENSUAL_NORM,orden_precio,SIMCE_4B_LECT,SIMCE_4B_MATE,SIMCE_4B_AVG,SIMCE_2M_LECT,SIMCE_2M_MATE,SIMCE_2M_AVG
9588,ESCUELA BAS. TECNO SUR,13111,LA GRANJA,6,-33.53713471999999,-70.63166242,0,GRATUITO,233,10,25.0,9.32,23.3,SLEP,Gratuito,GRATUITO,0,280.0,258.0,269.0,,,
9590,ESCUELA BELGICA,13111,LA GRANJA,6,-33.53469004,-70.62503439,0,GRATUITO,191,10,26.0,7.346153846153846,19.1,SLEP,Gratuito,GRATUITO,0,275.0,260.0,267.5,,,
9591,LICEO N523,13112,LA PINTANA,2,-33.57761485,-70.636358,0,GRATUITO,253,10,22.0,11.5,25.3,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,230.0,245.0,237.5,,,
9592,ESCUELA BASICA SENDERO DEL SABER,13131,SAN RAMON,2,-33.52660334,-70.63856408,0,GRATUITO,284,10,27.0,10.518518518518519,28.4,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,261.0,250.0,255.5,,,
9593,ESCUELA BASICA EDUCADORES DE CHILE,13131,SAN RAMON,2,-33.53762321,-70.64003838,0,GRATUITO,166,10,22.0,7.545454545454546,16.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,256.0,260.0,258.0,,,
9595,ESCUELA CAPITAN AVALOS,13112,LA PINTANA,2,-33.57591274,-70.65680774,0,GRATUITO,326,10,24.0,13.583333333333334,32.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,223.0,227.0,225.0,,,
9597,ESCUELA PABLO DE ROKHA,13112,LA PINTANA,2,-33.58026544,-70.65106011,0,GRATUITO,161,10,22.0,7.318181818181818,16.1,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,261.0,248.0,254.5,,,
9598,ESCUELA MUNICIPAL VIOLETA PARRA,13112,LA PINTANA,2,-33.57706995,-70.64923849,0,GRATUITO,250,10,26.0,9.615384615384615,25.0,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,260.0,240.0,250.0,,,
9599,LICEO MUNICIPAL PURKUYEN,13131,SAN RAMON,2,-33.5372955,-70.63732312,0,GRATUITO,415,20,44.0,9.431818181818182,20.75,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,303.0,248.0,275.5,229.0,219.0,224.0
9600,ESCUELA NANIHUE,13131,SAN RAMON,2,-33.55014102,-70.64043938,0,GRATUITO,251,10,23.0,10.91304347826087,25.1,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,291.0,277.0,284.0,,,
9601,CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,13131,SAN RAMON,2,-33.54977143,-70.64463024,0,GRATUITO,307,14,33.0,9.303030303030303,21.928571428571427,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,192.0,210.0,201.0
9602,COLEGIO NERUDA,13112,LA PINTANA,2,-33.58015446999999,-70.657241,0,GRATUITO,359,10,22.0,16.318181818181817,35.9,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,260.0,245.0,252.5,,,
9604,LICEO MUNICIPALIZADO CENT.ED. LA PINTANA,13112,LA PINTANA,2,-33.58411073,-70.65356126,0,GRATUITO,473,19,38.0,12.447368421052632,24.894736842105264,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,247.0,230.0,238.5,,,
9605,COLEGIO MUNICIPAL PROCERES DE CHILE,13111,LA GRANJA,6,-33.52665484,-70.61396037,0,GRATUITO,265,10,21.0,12.619047619047619,26.5,SLEP,Gratuito,GRATUITO,0,256.0,248.0,252.0,,,
9606,ESCUELA BAS. LA ARAUCANIA,13111,LA GRANJA,6,-33.53470899,-70.61661188,0,GRATUITO,250,10,24.0,10.416666666666666,25.0,SLEP,Gratuito,GRATUITO,0,271.0,247.0,259.0,,,
9607,ESCUELA DIFERENCIAL SANTA TERESITA DE LOS AND,13111,LA GRANJA,6,-33.52038,-70.62937,0,GRATUITO,32,3,6.0,5.333333333333333,10.666666666666666,SLEP,Gratuito,GRATUITO,0,,,,,,
9608,CENTRO EDUCACIONAL MIRADOR,13131,SAN RAMON,2,-33.51935004,-70.64109271,0,GRATUITO,118,9,24.0,4.916666666666667,13.11111111111111,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,241.0,216.0,228.5
9609,ESCUELA BAS. SANITAS,13111,LA GRANJA,6,-33.52184801,-70.62810274,0,GRATUITO,275,9,25.0,11.0,30.555555555555557,SLEP,Gratuito,GRATUITO,0,279.0,264.0,271.5,,,
9610,ESCUELA BAS. POETA OSCAR CASTRO ZUNIGA,13111,LA GRANJA,6,-33.53003089,-70.62330094,0,GRATUITO,391,18,37.0,10.567567567567568,21.72222222222222,SLEP,Gratuito,GRATUITO,0,248.0,240.0,244.0,,,
9611,ESCUELA BASICA TUPAHUE,13131,SAN RAMON,2,-33.55382014,-70.64141983,0,GRATUITO,168,10,28.0,6.0,16.8,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,203.0,218.0,210.5,,,
9612,ESCUELA BASICA ISLAS DE CHILE,13111,LA GRANJA,6,-33.54569449,-70.61426924,0,GRATUITO,266,10,27.0,9.851851851851851,26.6,SLEP,Gratuito,GRATUITO,0,265.0,262.0,263.5,,,
9614,ESCUELA BASICA KARELMAPU,13131,SAN RAMON,2,-33.54572768,-70.64375712,0,GRATUITO,200,10,25.0,8.0,20.0,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,299.0,271.0,285.0,,,
9616,LICEO VICTOR JARA,13112,LA PINTANA,2,-33.58327103,-70.64240597,0,GRATUITO,363,12,29.0,12.517241379310345,30.25,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,284.0,264.0,274.0,,,
9617,LICEO MUNICIPAL LA GRANJA POETA NERUDA,13111,LA GRANJA,6,-33.55112574999999,-70.62864054,0,GRATUITO,437,22,53.0,8.245283018867925,19.863636363636363,SLEP,Gratuito,GRATUITO,0,339.0,297.0,318.0,,,
9618,ESCUELA BAS. BENJAMIN SUBERCASEAUX,13111,LA GRANJA,6,-33.55376809,-70.62884172,0,GRATUITO,580,28,55.0,10.545454545454545,20.714285714285715,SLEP,Gratuito,GRATUITO,0,305.0,275.0,290.0,,,
9620,ESCUELA BASICA JUAN DE DIOS ALDEA,13112,LA PINTANA,2,-33.58585162,-70.61302916,0,GRATUITO,305,14,32.0,9.53125,21.785714285714285,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,239.0,204.0,221.5,,,
9625,ESCUELA BASICA VILLA LA CULTURA,13131,SAN RAMON,2,-33.55540974,-70.63301527,0,GRATUITO,230,10,20.0,11.5,23.0,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,260.0,246.0,253.0,,,
9626,ESCUELA BAS. REINA GUILLERMINA DE HOLANDA,13111,LA GRANJA,6,-33.53416,-70.61629,0,GRATUITO,48,9,11.0,4.363636363636363,5.333333333333333,SLEP,Gratuito,GRATUITO,0,,,,,,
9629,ESCUELA BASICA ALIVEN,13131,SAN RAMON,2,-33.55088432,-70.64459017,0,GRATUITO,206,10,24.0,8.583333333333334,20.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,272.0,253.0,262.5,,,
9631,ESCUELA ESPECIAL DE ADULTOS,13131,SAN RAMON,2,-33.549068,-70.633324,0,GRATUITO,331,17,39.0,8.487179487179487,19.470588235294116,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,,,
9634,COLEGIO MARISTA MARCELINO CHAMPAGNAT,13112,LA PINTANA,3,-33.58847226999999,-70.61640243,0,GRATUITO,2261,61,127.0,17.80314960629921,37.0655737704918,PARTICULAR_SUBV,Gratuito,GRATUITO,0,259.0,243.0,251.0,239.0,219.0,229.0
9635,ESCUELA ESPECIAL PART. EDUCADORAS AGAZZI,13111,LA GRANJA,3,-33.54438799999999,-70.623184,0,GRATUITO,65,10,5.0,13.0,6.5,PARTICULAR_SUBV,Gratuito,GRATUITO,0,,,,,,
9636,CHILEAN EAGLES COLLEGE-LA PINTANA,13112,LA PINTANA,3,-33.55610536999999,-70.64781912,0,GRATUITO,1181,33,77.0,15.337662337662337,35.78787878787879,PARTICULAR_SUBV,Gratuito,GRATUITO,0,271.0,267.0,269.0,,,
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,13111,LA GRANJA,3,-33.55512284,-70.62818119,0,GRATUITO,1740,40,81.0,21.48148148148148,43.5,PARTICULAR_SUBV,Gratuito,GRATUITO,0,258.0,246.0,252.0,234.0,255.0,244.5
9638,COLEGIO POLIVALENTE PADRE ESTEBAN GUMUCIO VIVES,13111,LA GRANJA,3,-33.52010851,-70.62930208,0,GRATUITO,501,13,46.0,10.891304347826088,38.53846153846154,PARTICULAR_SUBV,Gratuito,GRATUITO,0,275.0,277.0,276.0,247.0,237.0,242.0
9639,ESCUELA PARTICULAR EMA DIAZ SIERRA,13131,SAN RAMON,3,-33.5297624,-70.64272504,0,GRATUITO,319,8,25.0,12.76,39.875,PARTICULAR_SUBV,Gratuito,GRATUITO,0,271.0,263.0,267.0,,,
9642,ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,13111,LA GRANJA,3,-33.54075006,-70.63299931,0,GRATUITO,1147,35,49.0,23.408163265306122,32.77142857142857,PARTICULAR_SUBV,Gratuito,GRATUITO,0,271.0,270.0,270.5,,,
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,13131,SAN RAMON,3,-33.52546589,-70.63693928,0,GRATUITO,578,15,28.0,20.642857142857142,38.53333333333333,PARTICULAR_SUBV,Gratuito,GRATUITO,0,,,,269.0,325.0,297.0
9647,LICEO BICENTENARIO SAN FRANCISCO,13131,SAN RAMON,3,-33.54411524999999,-70.63420356,0,GRATUITO,1655,41,76.0,21.776315789473685,40.36585365853659,PARTICULAR_SUBV,Gratuito,GRATUITO,0,283.0,273.0,278.0,261.0,261.0,261.0
9648,ESCUELA PARTICULAR FRANCISCO DE MIRANDA,13131,SAN RAMON,3,-33.53125923,-70.63572384,0,GRATUITO,191,10,17.0,11.235294117647058,19.1,PARTICULAR_SUBV,Gratuito,GRATUITO,0,268.0,229.0,248.5,,,
9653,ESCUELA BASICA PRESBITERIANA EL SALVADOR,13111,LA GRANJA,3,-33.53738516,-70.6209593,0,GRATUITO,259,10,20.0,12.95,25.9,PARTICULAR_SUBV,Gratuito,GRATUITO,0,260.0,248.0,254.0,,,
9654,ESCUELA PARTICULAR FRANCISCO RAMIREZ,13131,SAN RAMON,3,-33.53208591,-70.63619913,0,GRATUITO,1390,36,62.0,22.419354838709676,38.611111111111114,PARTICULAR_SUBV,Gratuito,GRATUITO,0,333.0,325.0,329.0,,,
9655,ESCUELA PARTICULAR CLAUDIO MATTE,13111,LA GRANJA,3,-33.52094644999999,-70.63317829,0,GRATUITO,1181,28,79.0,14.949367088607595,42.17857142857143,PARTICULAR_SUBV,Gratuito,GRATUITO,0,276.0,278.0,277.0,269.0,290.0,279.5
9656,ESCUELA PARTICULAR PDTE.JOSE J.PRIETO,13112,LA PINTANA,3,-33.57718287,-70.63016922,0,GRATUITO,1817,43,101.0,17.99009900990099,42.25581395348837,PARTICULAR_SUBV,Gratuito,GRATUITO,0,272.0,279.0,275.5,261.0,257.0,259.0
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,13131,SAN RAMON,3,-33.51989686,-70.638285,0,GRATUITO,1611,42,67.0,24.044776119402986,38.357142857142854,PARTICULAR_SUBV,Gratuito,GRATUITO,0,248.0,241.0,244.5,234.0,235.0,234.5
9660,ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,13131,SAN RAMON,3,-33.53850019,-70.64662425,0,GRATUITO,1247,32,79.0,15.784810126582279,38.96875,PARTICULAR_SUBV,Gratuito,GRATUITO,0,266.0,257.0,261.5,251.0,242.0,246.5
9663,ESCUELA PARTICULAR ELSA RAMIREZ,13131,SAN RAMON,3,-33.53194426999999,-70.63607961,0,GRATUITO,303,8,25.0,12.12,37.875,PARTICULAR_SUBV,Gratuito,GRATUITO,0,273.0,267.0,270.0,,,
9664,COLEGIO PARTICULAR PUERTO NAVARINO,13112,LA PINTANA,3,-33.57873929,-70.6572899,0,GRATUITO,1,1,10.0,0.1,1.0,PARTICULAR_SUBV,Gratuito,GRATUITO,0,,,,,,
9665,CENTRO EDUCACIONAL SANTA ROSA DEL SUR,13112,LA PINTANA,3,-33.58464193999999,-70.62843515,0,GRATUITO,974,31,67.0,14.537313432835822,31.419354838709676,PARTICULAR_SUBV,Gratuito,GRATUITO,0,264.0,243.0,253.5,231.0,224.0,227.5
9666,ESC. PART. CELESTIN FREINET,13112,LA PINTANA,3,-33.55705444,-70.6412224,0,GRATUITO,562,17,37.0,15.18918918918919,33.05882352941177,PARTICULAR_SUBV,Gratuito,GRATUITO,0,275.0,266.0,270.5,249.0,239.0,244.0
9667,ESC.PART. ESPECIAL NUESTRO MUNDO,13131,SAN RAMON,3,-33.530853,-70.637146,0,GRATUITO,32,7,7.0,4.571428571428571,4.571428571428571,PARTICULAR_SUBV,Gratuito,GRATUITO,0,,,,,,
9668,ESCUELA BASICA OSCAR SALINAS,13112,LA PINTANA,3,-33.58622093,-70.61573645,0,GRATUITO,561,21,45.0,12.466666666666667,26.714285714285715,PARTICULAR_SUBV,Gratuito,GRATUITO,0,223.0,223.0,223.0,224.0,225.0,224.5
9669,COLEGIO NUESTRO MUNDO,13131,SAN RAMON,3,-33.53062828,-70.64247198,0,GRATUITO,235,10,18.0,13.055555555555555,23.5,PARTICULAR_SUBV,Gratuito,GRATUITO,0,277.0,253.0,265.0,,,
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,13131,SAN RAMON,3,-33.54829191,-70.64904628,0,GRATUITO,1635,41,101.0,16.18811881188119,39.8780487804878,PARTICULAR_SUBV,Gratuito,GRATUITO,0,284.0,270.0,277.0,249.0,294.0,271.5
9674,ESCUELA BASICA ALAS DE AGUILA,13131,SAN RAMON,3,-33.52069352,-70.63652105,0,GRATUITO,145,8,15.0,9.666666666666666,18.125,PARTICULAR_SUBV,Gratuito,GRATUITO,0,260.0,253.0,256.5,,,
9676,ESCUELA PARTICULAR SAN MARCELO,13111,LA GRANJA,3,-33.55179342999999,-70.63212206,0,GRATUITO,863,25,46.0,18.76086956521739,34.52,PARTICULAR_SUBV,Gratuito,GRATUITO,0,293.0,276.0,284.5,,,
9680,COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1,13112,LA PINTANA,3,-33.59107698999999,-70.61990243,0,GRATUITO,197,10,14.0,14.071428571428571,19.7,PARTICULAR_SUBV,Gratuito,GRATUITO,0,250.0,251.0,250.5,,,
9684,COLEGIO SAN GREGORIO DE LA SALLE,13111,LA GRANJA,3,-33.53655435,-70.62082979,0,GRATUITO,1067,27,60.0,17.783333333333335,39.51851851851852,PARTICULAR_SUBV,Gratuito,GRATUITO,0,286.0,260.0,273.0,260.0,266.0,263.0
9685,ESCUELA BASICA PARTIC ESTRELLA DE CHILE,13111,LA GRANJA,3,-33.53000508,-70.6314954,0,GRATUITO,269,10,19.0,14.157894736842104,26.9,PARTICULAR_SUBV,Gratuito,GRATUITO,0,254.0,228.0,241.0,,,
9686,LICEO TÉCNICO CLOTARIO BLEST RIFFO,13121,PEDRO AGUIRRE CERDA,5,-33.50164846,-70.68163149,0,GRATUITO,331,12,25.0,13.24,27.583333333333332,ADMIN_DELEGADA,Gratuito,GRATUITO,0,,,,232.0,232.0,232.0
9687,LICEO CHRISTA MC AULIFFE,13105,EL BOSQUE,2,-33.54888401,-70.67061204,0,GRATUITO,320,11,27.0,11.851851851851851,29.09090909090909,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,228.0,230.0,229.0
9688,LICEO JUAN GOMEZ MILLAS,13105,EL BOSQUE,2,-33.54948001,-70.67110271,0,GRATUITO,586,21,50.0,11.72,27.904761904761905,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,236.0,233.0,234.5
9690,CENTRO DUC.CARDENAL JOSE MARIA CARO,13116,LO ESPEJO,2,-33.50831662,-70.69328619,0,GRATUITO,295,14,41.0,7.195121951219512,21.071428571428573,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,209.0,209.0,209.0
9693,LICEO POLITECNICO CIENCIA Y TECNOLOGIA,13109,LA CISTERNA,2,-33.54133967,-70.65970618,0,GRATUITO,848,30,77.0,11.012987012987013,28.266666666666666,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,233.0,238.0,235.5
9694,INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA,13121,PEDRO AGUIRRE CERDA,5,-33.50209125,-70.68156263,0,GRATUITO,343,11,20.0,17.15,31.181818181818183,ADMIN_DELEGADA,Gratuito,GRATUITO,0,,,,241.0,215.0,228.0
9695,LICEO POLIVALENTE EUGENIO PEREIRA SALAS,13121,PEDRO AGUIRRE CERDA,2,-33.49472055999999,-70.68331155,0,GRATUITO,500,21,52.0,9.615384615384615,23.80952380952381,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,258.0,239.0,248.5,205.0,203.0,204.0
9697,LICEO POLIVALENTE,13116,LO ESPEJO,2,-33.51331038,-70.68295849,0,GRATUITO,419,21,47.0,8.914893617021276,19.952380952380953,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,262.0,249.0,255.5,218.0,206.0,212.0
9698,ESCUELA BASICA AVIADORES,13105,EL BOSQUE,2,-33.55008996,-70.66441069,0,GRATUITO,304,10,23.0,13.217391304347826,30.4,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,281.0,258.0,269.5,,,
9699,COLEGIO NACIONES UNIDAS,13109,LA CISTERNA,2,-33.5267235,-70.67379785,0,GRATUITO,307,10,23.0,13.347826086956522,30.7,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,279.0,235.0,257.0,,,
9700,COLEGIO PALESTINO,13109,LA CISTERNA,2,-33.52740653,-70.65477289,0,GRATUITO,342,10,23.0,14.869565217391305,34.2,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,271.0,247.0,259.0,,,
9701,LICEO POLIVALENTE OLOF PALME,13109,LA CISTERNA,2,-33.54562584,-70.65841682,0,GRATUITO,449,14,32.0,14.03125,32.07142857142857,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,252.0,269.0,260.5,254.0,251.0,252.5
9702,ESCUELA BASICA MARIO ARCE GATICA,13105,EL BOSQUE,2,-33.56250224,-70.66464414,0,GRATUITO,216,10,25.0,8.64,21.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,303.0,292.0,297.5,,,
9703,ESCUELA ESPERANZA JOVEN,13109,LA CISTERNA,2,-33.51866183,-70.6680738,0,GRATUITO,322,10,23.0,14.0,32.2,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,248.0,225.0,236.5,,,
9704,ESCUELA LO VALLEDOR,13121,PEDRO AGUIRRE CERDA,2,-33.50497266,-70.68580051,0,GRATUITO,136,10,20.0,6.8,13.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,217.0,201.0,209.0,,,
9705,ESCUELA BASICA SALOMON SACK,13116,LO ESPEJO,2,-33.52018768,-70.68889316,0,GRATUITO,200,10,25.0,8.0,20.0,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,261.0,242.0,251.5,,,
9706,ESCUELA BAS. OSCAR ENCALADA YOVANOVICH,13109,LA CISTERNA,2,-33.53480093999999,-70.66600328,0,GRATUITO,307,10,24.0,12.791666666666666,30.7,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,275.0,244.0,259.5,,,
9709,ESCUELA BLUE STAR COLLEGE,13116,LO ESPEJO,2,-33.5176168,-70.69075305,0,GRATUITO,176,10,25.0,7.04,17.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,255.0,236.0,245.5,,,
9710,ESCUELA BASICA SANTA ADRIANA,13116,LO ESPEJO,2,-33.50910799999999,-70.678897,0,GRATUITO,154,10,25.0,6.16,15.4,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,277.0,249.0,263.0,,,
9713,COMPLEJO EDUCACIONAL FELIPE HERRERA LANE,13105,EL BOSQUE,2,-33.56033158,-70.66630028,0,GRATUITO,223,15,29.0,7.689655172413793,14.866666666666667,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,255.0,255.0,255.0,,,
9714,ESCUELA BASICA JOSE MARTI,13105,EL BOSQUE,2,-33.54192616,-70.68393605,0,GRATUITO,389,10,24.0,16.208333333333332,38.9,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,264.0,288.0,276.0,,,
9715,ESCUELA BASICA VILLA SANTA ELENA,13105,EL BOSQUE,2,-33.56490613999999,-70.66691155,0,GRATUITO,183,10,28.0,6.535714285714286,18.3,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,273.0,266.0,269.5,,,
9716,ESCUELA BASICA ACAPULCO,13116,LO ESPEJO,2,-33.52006562999999,-70.6795458,0,GRATUITO,187,11,29.0,6.448275862068965,17.0,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,293.0,280.0,286.5,,,
9717,ESCUELA CIUDAD DE LYON,13105,EL BOSQUE,2,-33.55604055,-70.65696541,0,GRATUITO,246,10,24.0,10.25,24.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,253.0,236.0,244.5,,,
9718,ESCUELA BASICA PAUL HARRIS,13105,EL BOSQUE,2,-33.56638898,-70.65996378,0,GRATUITO,231,10,22.0,10.5,23.1,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,254.0,251.0,252.5,,,
9719,ESCUELA BASICA,13116,LO ESPEJO,2,-33.51978828,-70.68376696,0,GRATUITO,246,10,25.0,9.84,24.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,217.0,208.0,212.5,,,
9720,COLEGIO HERNAN OLGUIN,13116,LO ESPEJO,2,-33.52187518,-70.69702942,0,GRATUITO,496,23,55.0,9.018181818181818,21.565217391304348,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,241.0,237.0,239.0,,,
9721,ESCUELA NEMESIO ANTUNEZ,13105,EL BOSQUE,2,-33.57130292,-70.66353185,0,GRATUITO,256,10,24.0,10.666666666666666,25.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,274.0,256.0,265.0,,,
9722,LICEO PORTAL DE LA CISTERNA,13109,LA CISTERNA,2,-33.51554732,-70.65594521,0,GRATUITO,463,14,39.0,11.871794871794872,33.07142857142857,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,277.0,258.0,267.5,235.0,212.0,223.5
9726,LICEO TENIENTE FRANCISCO MERY AGUIRRE,13116,LO ESPEJO,2,-33.53357755999999,-70.69548281,0,GRATUITO,518,22,50.0,10.36,23.545454545454547,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,217.0,216.0,216.5,222.0,202.0,212.0
9727,ESCUELA CIUDAD DE BARCELONA,13121,PEDRO AGUIRRE CERDA,2,-33.49747193,-70.69021299,0,GRATUITO,232,10,24.0,9.666666666666666,23.2,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,280.0,268.0,274.0,,,
9728,ESCUELA DIFERENCIAL PARA NINOS SORDOS,13105,EL BOSQUE,2,-33.54979,-70.66715,0,GRATUITO,37,11,12.0,3.0833333333333335,3.3636363636363638,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,,,
9729,ESCUELA VILLA SUR,13121,PEDRO AGUIRRE CERDA,2,-33.50233313999999,-70.68227832,0,GRATUITO,231,10,24.0,9.625,23.1,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,283.0,249.0,266.0,,,
9730,COLEGIO ANTU,13109,LA CISTERNA,2,-33.54052316,-70.67740416,0,GRATUITO,322,10,24.0,13.416666666666666,32.2,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,242.0,240.0,241.0,,,
9733,ESCUELA BASICA CLARA  ESTRELLA,13116,LO ESPEJO,2,-33.51579204,-70.6777272,0,GRATUITO,282,13,28.0,10.071428571428571,21.692307692307693,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,272.0,250.0,261.0,,,
9734,ESCUELA  RAUL SAEZ SAEZ,13116,LO ESPEJO,2,-33.51240751,-70.68955443,0,GRATUITO,278,10,25.0,11.12,27.8,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,244.0,234.0,239.0,,,
9736,ESCUELA BASICA BERNARDO O´HIGGINS,13116,LO ESPEJO,2,-33.50994356999999,-70.69565764,0,GRATUITO,225,11,28.0,8.035714285714286,20.454545454545453,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,284.0,262.0,273.0,,,
9738,COLEGIO PARQUE LAS AMERICAS,13121,PEDRO AGUIRRE CERDA,2,-33.50260507,-70.69324705,0,GRATUITO,234,10,24.0,9.75,23.4,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,240.0,222.0,231.0,,,
9740,ESCUELA BASICA REPUBLICA DE LAS FILIPINAS,13116,LO ESPEJO,2,-33.52309927999999,-70.68917334,0,GRATUITO,217,10,26.0,8.346153846153847,21.7,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,289.0,265.0,277.0,,,
9741,ESCUELA BASICA COEDUCACIONAL,13116,LO ESPEJO,2,-33.53110869,-70.70164222,0,GRATUITO,246,10,27.0,9.11111111111111,24.6,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,245.0,218.0,231.5,,,
9747,C.E.I.A.PEDRO AGUIRRE CERDA,13121,PEDRO AGUIRRE CERDA,2,-33.509,-70.67393,0,GRATUITO,236,11,24.0,9.833333333333334,21.454545454545453,MUNICIPAL_DAEM,Gratuito,GRATUITO,0,,,,,,
9750,COLEGIO LO ESPEJO,13116,LO ESPEJO,3,-33.51875351999999,-70.70075043,0,GRATUITO,237,10,14.0,16.928571428571427,23.7,PARTICULAR_SUBV,Gratuito,GRATUITO,0,216.0,209.0,212.5,,,
9754,INSTITUTO COMERCIAL PARTICULAR LA CISTERNA,13109,LA CISTERNA,3,-33.53937702999999,-70.66797504,0,GRATUITO,573,15,38.0,15.078947368421053,38.2,PARTICULAR_SUBV,Gratuito,GRATUITO,0,,,,233.0,245.0,239.0
9757,CENTRO EDUCACIONAL SANTA CLARA,13109,LA CISTERNA,3,-33.52104407,-70.65707284,0,GRATUITO,1038,28,62.0,16.741935483870968,37.07142857142857,PARTICULAR_SUBV,Gratuito,GRATUITO,0,285.0,270.0,277.5,282.0,269.0,275.5
9758,COLEGIO SANTA ISABEL DE HUNGRIA,13109,LA CISTERNA,3,-33.53079557,-70.66546386,0,GRATUITO,1154,28,61.0,18.918032786885245,41.214285714285715,PARTICULAR_SUBV,Gratuito,GRATUITO,0,290.0,265.0,277.5,262.0,261.0,261.5
9759,LICEO LAURA VICUNA,13109,LA CISTERNA,3,-33.54074769,-70.6647866,0,$50.001 A $100.000,665,16,31.0,21.451612903225808,41.5625,PARTICULAR_SUBV,Pagado,$50.001 A $100.000,4,272.0,239.0,255.5,262.0,246.0,254.0
9766,COLEGIO SANTA MARIA DE LOS ANGELES,13109,LA CISTERNA,3,-33.54494693,-70.66794358,0,$25.001 A $50.000,564,13,36.0,15.666666666666666,43.38461538461539,PARTICULAR_SUBV,Pagado,$25.001 A $50.000,3,285.0,267.0,276.0,260.0,265.0,262.5
9767,LICEO MADRE CECILIA LAZZERI,13109,LA CISTERNA,3,-33.53388406,-70.66763531,0,$25.001 A $50.000,1141,28,62.0,18.403225806451612,40.75,PARTICULAR_SUBV,Pagado,$25.001 A $50.000,3,275.0,250.0,262.5,255.0,261.0,258.0
