RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPE,COD_DEPE2,LATITUD,LONGITUD,RURAL_RBD,PAGO_MENSUAL,MAT_TOTAL,CUR_SIM_TOT,DC_TOT,ratio_alumno_docente,ratio_alumno_curso,categoria_dependencia,PAGO_MENSUAL_NORM,orden_precio,simce_4b_lectura_2024,simce_4b_matematica_2024,simce_2m_lectura_2024,simce_2m_matematica_2024
8978,COLEGIO DUNALASTAIR,13114,LAS CONDES,4,3,"-33,374556000000000","-70,52093000000001",0,MAS DE $100.000,1334,41,102.0,13.07843137254902,32.53658536585366,PARTICULAR_PAGADO,MAS DE $100.000,5,314.0,313.0,289.0,338.0
8979,COLEGIO ALEMAN DE SANTIAGO,13114,LAS CONDES,4,3,"-33,398006000000000","-70,56838999999999",0,MAS DE $100.000,1184,52,130.0,9.107692307692307,22.76923076923077,PARTICULAR_PAGADO,MAS DE $100.000,5,,,271.0,332.0
8981,COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,13123,PROVIDENCIA,4,3,"-33,444383000000000","-70,59470000000000",0,MAS DE $100.000,714,31,60.0,11.9,23.032258064516128,PARTICULAR_PAGADO,MAS DE $100.000,5,313.0,286.0,294.0,342.0
8984,COLEGIO TREWHELA´S ENGLISH SCHOOL,13123,PROVIDENCIA,4,3,"-33,422587999999990","-70,59742000000000",0,MAS DE $100.000,1080,43,106.0,10.18867924528302,25.11627906976744,PARTICULAR_PAGADO,MAS DE $100.000,5,303.0,297.0,318.0,358.0
8988,COLEGIO MARIANO,13123,PROVIDENCIA,4,3,"-33,439831000000000","-70,59840000000000",0,MAS DE $100.000,725,27,69.0,10.507246376811594,26.85185185185185,PARTICULAR_PAGADO,MAS DE $100.000,5,335.0,305.0,312.0,331.0
8991,COLEGIO PADRE HURTADO Y JUANITA DE LOS ANDES,13114,LAS CONDES,4,3,"-33,413596000000000","-70,51215999999999",0,MAS DE $100.000,1632,56,140.0,11.657142857142857,29.142857142857142,PARTICULAR_PAGADO,MAS DE $100.000,5,315.0,309.0,298.0,348.0
8992,COLEGIO ALEMAN SANKT THOMAS MORUS,13123,PROVIDENCIA,4,3,"-33,426370000000000","-70,61112000000000",0,MAS DE $100.000,1018,48,116.0,8.775862068965518,21.20833333333333,PARTICULAR_PAGADO,MAS DE $100.000,5,333.0,319.0,286.0,322.0
8995,COLEGIO SANTIAGO COLLEGE,13115,LO BARNECHEA,4,3,"-33,339543999999990","-70,54450300000001",0,MAS DE $100.000,2047,78,201.0,10.18407960199005,26.243589743589745,PARTICULAR_PAGADO,MAS DE $100.000,5,320.0,323.0,290.0,352.0
8996,COLEGIO SAN IGNACIO EL BOSQUE,13123,PROVIDENCIA,4,3,"-33,433073999999990","-70,59447000000000",0,MAS DE $100.000,1934,58,172.0,11.244186046511627,33.3448275862069,PARTICULAR_PAGADO,MAS DE $100.000,5,320.0,311.0,299.0,340.0
8997,WEXFORD COLLEGE N 2,13123,PROVIDENCIA,3,2,"-33,440776059999990","-70,62654408000000",0,$25.001 A $50.000,199,9,16.0,12.4375,22.11111111111111,PARTICULAR_SUBV,$25.001 A $50.000,3,,,262.0,240.0
8998,COLEGIO CAMBRIDGE COLLEGE,13123,PROVIDENCIA,4,3,"-33,429721000000000","-70,61707000000000",0,MAS DE $100.000,483,15,32.0,15.09375,32.2,PARTICULAR_PAGADO,MAS DE $100.000,5,343.0,339.0,329.0,422.0
9003,COLEGIO THE ENGLISH INSTITUTE,13123,PROVIDENCIA,4,3,"-33,440174000000000","-70,60290999999999",0,MAS DE $100.000,1606,72,178.0,9.02247191011236,22.30555555555556,PARTICULAR_PAGADO,MAS DE $100.000,5,323.0,300.0,294.0,327.0
9006,COMPLEJO EDUCACIONAL LA REINA,13113,LA REINA,1,1,"-33,452617930000000","-70,53304029000000",0,GRATUITO,775,31,64.0,12.109375,25.0,MUNICIPAL_CORP,GRATUITO,0,284.0,268.0,224.0,216.0
9007,LICEO EUGENIO MARÍA DE HOSTOS,13113,LA REINA,1,1,"-33,442596500000000","-70,54164406000000",0,GRATUITO,574,18,40.0,14.35,31.88888888888889,MUNICIPAL_CORP,GRATUITO,0,277.0,258.0,252.0,238.0
9008,COLEGIO MUNICIPALIZADO CONFEDERAC SUIZA,13113,LA REINA,1,1,"-33,459498420000000","-70,57035089000000",0,GRATUITO,639,18,39.0,16.384615384615383,35.5,MUNICIPAL_CORP,GRATUITO,0,297.0,254.0,244.0,250.0
9010,ESCUELA D-231 ESPECIAL DE DESARROLLO,13113,LA REINA,1,1,"-33,452576000000000","-70,56314000000000",0,GRATUITO,149,22,24.0,6.208333333333333,6.7727272727272725,MUNICIPAL_CORP,GRATUITO,0,,,,
9011,COLEGIO SAN CONSTANTINO,13113,LA REINA,1,1,"-33,452055110000000","-70,53700564000000",0,GRATUITO,329,10,24.0,13.708333333333334,32.9,MUNICIPAL_CORP,GRATUITO,0,304.0,293.0,,
9012,ESCUELA BASICA YANGTSE EX E-229,13113,LA REINA,1,1,"-33,451354430000000","-70,54994039000000",0,GRATUITO,475,16,34.0,13.970588235294118,29.6875,MUNICIPAL_CORP,GRATUITO,0,281.0,271.0,,
9013,ESCUELA PALESTINA,13113,LA REINA,1,1,"-33,448727120000000","-70,56428185999999",0,GRATUITO,530,17,37.0,14.324324324324325,31.176470588235293,MUNICIPAL_CORP,GRATUITO,0,299.0,289.0,,
9017,ESCUELA PARTICULAR SAN LEONARDO MURIALDO,13113,LA REINA,3,2,"-33,439191500000000","-70,53301155000000",0,GRATUITO,387,10,22.0,17.59090909090909,38.7,PARTICULAR_SUBV,GRATUITO,0,290.0,290.0,,
9020,COLEGIO SANTA CATALINA LABOURÉ,13113,LA REINA,3,2,"-33,449341500000000","-70,57075134999999",0,GRATUITO,1017,28,58.0,17.53448275862069,36.32142857142857,PARTICULAR_SUBV,GRATUITO,0,262.0,258.0,262.0,252.0
9025,ESCUELA HERMANAS DEL NINO JESUS,13113,LA REINA,3,2,"-33,458363210000000","-70,57165800000000",0,GRATUITO,171,6,11.0,15.545454545454543,28.5,PARTICULAR_SUBV,GRATUITO,0,303.0,278.0,,
9026,ESCUELA ESPECIAL CTI.LOS COPIHUES   N.3,13129,SAN JOAQUIN,3,2,"-33,488563999999990","-70,63809999999999",0,GRATUITO,81,12,12.0,6.75,6.75,PARTICULAR_SUBV,GRATUITO,0,,,,
9032,ESCUELA PARTICULAR ANTINIL,13113,LA REINA,3,2,"-33,461179250000000","-70,55685832000000",0,$25.001 A $50.000,141,8,13.0,10.846153846153848,17.625,PARTICULAR_SUBV,$25.001 A $50.000,3,283.0,260.0,,
9033,COLEGIO STA MARIA REINA,13113,LA REINA,3,2,"-33,451347790000000","-70,55039972000000",0,$50.001 A $100.000,795,27,47.0,16.914893617021278,29.444444444444443,PARTICULAR_SUBV,$50.001 A $100.000,4,275.0,258.0,250.0,246.0
9035,COLEGIO EL CARMEN TERESIANO,13113,LA REINA,4,3,"-33,439718999999990","-70,54791000000000",0,MAS DE $100.000,220,14,36.0,6.111111111111111,15.714285714285714,PARTICULAR_PAGADO,MAS DE $100.000,5,293.0,254.0,272.0,263.0
9036,COLEGIO JOSÉ ARRIETA,13113,LA REINA,3,2,"-33,462377699999990","-70,55800332000000",0,$25.001 A $50.000,949,25,38.0,24.973684210526315,37.96,PARTICULAR_SUBV,$25.001 A $50.000,3,289.0,276.0,,
9038,COLEGIO SAN LUIS DE LAS CONDES,13114,LAS CONDES,4,3,"-33,430562000000000","-70,57437000000000",0,MAS DE $100.000,63,5,16.0,3.9375,12.6,PARTICULAR_PAGADO,MAS DE $100.000,5,,,208.0,246.0
9039,COLEGIO RUBEN DARIO,13113,LA REINA,4,3,"-33,454635000000000","-70,56842000000000",0,MAS DE $100.000,329,14,28.0,11.75,23.5,PARTICULAR_PAGADO,MAS DE $100.000,5,274.0,247.0,260.0,253.0
9042,COLEGIO DE LA SALLE,13113,LA REINA,4,3,"-33,440899000000000","-70,57238000000000",0,MAS DE $100.000,904,32,113.0,8.0,28.25,PARTICULAR_PAGADO,MAS DE $100.000,5,309.0,310.0,276.0,322.0
9046,COLEGIO THE GRANGE SCHOOL,13113,LA REINA,4,3,"-33,437945999999990","-70,56862000000000",0,MAS DE $100.000,2121,88,249.0,8.518072289156626,24.102272727272727,PARTICULAR_PAGADO,MAS DE $100.000,5,313.0,309.0,273.0,365.0
9051,COLEGIO ANDREE ENGLISH SCHOOL,13113,LA REINA,4,3,"-33,439731000000000","-70,55145000000000",0,MAS DE $100.000,1779,56,186.0,9.564516129032258,31.767857142857142,PARTICULAR_PAGADO,MAS DE $100.000,5,321.0,300.0,285.0,357.0
9053,COLEGIO TERESIANO ENRIQUE DE OSSO,13113,LA REINA,4,3,"-33,442293999999990","-70,57221000000000",0,MAS DE $100.000,1089,40,71.0,15.338028169014084,27.225,PARTICULAR_PAGADO,MAS DE $100.000,5,316.0,305.0,284.0,336.0
9054,COLEGIO SAINT JOHN´S VILLA ACADEMY,13113,LA REINA,4,3,"-33,433065000000000","-70,55448000000000",0,MAS DE $100.000,738,29,71.0,10.394366197183098,25.448275862068964,PARTICULAR_PAGADO,MAS DE $100.000,5,318.0,316.0,296.0,325.0
9056,ESCUELA BASICA N° 733 PEQUENO MOZART,13113,LA REINA,4,3,"-33,438451000000000","-70,56899000000000",0,MAS DE $100.000,15,3,2.0,7.5,5.0,PARTICULAR_PAGADO,MAS DE $100.000,5,,,,
9058,INSTITUTO SUPERIOR DE COMERCIO DIEGO PORT,13120,NUNOA,5,4,"-33,465912600000000","-70,60651537000000",0,GRATUITO,848,28,38.0,22.31578947368421,30.285714285714285,ADMIN_DELEGADA,GRATUITO,0,,,252.0,260.0
9060,LICEO POLITECNICO PEDRO DE VALDIVIA,13120,NUNOA,5,4,"-33,465912600000000","-70,60651537000000",0,GRATUITO,590,21,52.0,11.346153846153848,28.09523809523809,ADMIN_DELEGADA,GRATUITO,0,,,240.0,258.0
9061,LICEO POLITECNICO A N° 60 PRESIDENTE MANUEL MONTT,13120,NUNOA,5,4,"-33,465912600000000","-70,60651537000000",0,GRATUITO,362,13,49.0,7.387755102040816,27.846153846153847,ADMIN_DELEGADA,GRATUITO,0,,,219.0,231.0
9063,LICEO INDUSTRIAL BICENTENARIO CHILENO ALEMAN,13120,NUNOA,5,4,"-33,458417540000000","-70,59406471000000",0,GRATUITO,993,28,46.0,21.58695652173913,35.464285714285715,ADMIN_DELEGADA,GRATUITO,0,,,242.0,268.0
9064,LICEO TECNICO B NÕ 58 JOSE MARIA NARBONA,13120,NUNOA,5,4,"-33,452121579999990","-70,58044022000000",0,GRATUITO,595,16,27.0,22.03703703703704,37.1875,ADMIN_DELEGADA,GRATUITO,0,,,231.0,239.0
9065,LICEO COMERCIAL GABRIEL GONZALEZ VIDELA,13120,NUNOA,5,4,"-33,451864770000000","-70,59150409999999",0,GRATUITO,585,17,25.0,23.4,34.411764705882355,ADMIN_DELEGADA,GRATUITO,0,,,243.0,273.0
9069,LICEO POLIVALENTE MERCEDES MARIN DEL SOLAR,13118,MACUL,3,2,"-33,471268790000000","-70,57954320000000",0,GRATUITO,291,14,38.0,7.657894736842105,20.785714285714285,PARTICULAR_SUBV,GRATUITO,0,230.0,217.0,217.0,225.0
9070,ESCUELA BENJAMIN CLARO VELASCO,13120,NUNOA,1,1,"-33,465426260000000","-70,58306906999999",0,GRATUITO,589,18,48.0,12.270833333333334,32.72222222222222,MUNICIPAL_CORP,GRATUITO,0,293.0,265.0,,
9071,LICEO AUGUSTO D HALMAR,13120,NUNOA,1,1,"-33,460179220000000","-70,58079789999999",0,GRATUITO,954,24,55.0,17.345454545454544,39.75,MUNICIPAL_CORP,GRATUITO,0,,,307.0,336.0
9072,LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48,13118,MACUL,6,5,"-33,481950360000000","-70,60064186000000",0,GRATUITO,485,15,48.0,10.104166666666666,32.333333333333336,SLEP,GRATUITO,0,,,257.0,237.0
9073,LICEO BICENTENARIO CARMELA SILVA DONOSO,13120,NUNOA,1,1,"-33,467396690000000","-70,60644854000000",0,GRATUITO,1467,41,99.0,14.818181818181818,35.78048780487805,MUNICIPAL_CORP,GRATUITO,0,298.0,295.0,291.0,309.0
9074,LICEO JOSE TORIBIO MEDINA,13120,NUNOA,1,1,"-33,453970210000000","-70,61146445000000",0,GRATUITO,1069,30,76.0,14.06578947368421,35.63333333333333,MUNICIPAL_CORP,GRATUITO,0,,,245.0,244.0
9075,LICEO BICENTENARIO JOAQUIN EDWARDS BELLO,13118,MACUL,6,5,"-33,493591979999990","-70,59998406000000",0,GRATUITO,144,10,30.0,4.8,14.4,SLEP,GRATUITO,0,,,219.0,232.0
9077,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,13120,NUNOA,1,1,"-33,461715499999990","-70,62379065000000",0,GRATUITO,770,19,43.0,17.906976744186046,40.526315789473685,MUNICIPAL_CORP,GRATUITO,0,,,236.0,219.0
9078,LICEO LENKA FRANULIC,13120,NUNOA,1,1,"-33,449829800000000","-70,57258566000000",0,GRATUITO,892,28,64.0,13.9375,31.857142857142858,MUNICIPAL_CORP,GRATUITO,0,288.0,279.0,291.0,324.0
9082,COL TEC PROFESIONAL REPUBLICA ARGENTINA,13120,NUNOA,1,1,"-33,454398790000000","-70,62992302000001",0,GRATUITO,661,20,58.0,11.39655172413793,33.05,MUNICIPAL_CORP,GRATUITO,0,,,248.0,251.0
9083,ESCUELA DIFERENCIAL MUNICIPAL AMAPOLAS,13120,NUNOA,1,1,"-33,440495000000000","-70,57996000000000",0,GRATUITO,136,19,27.0,5.037037037037037,7.157894736842105,MUNICIPAL_CORP,GRATUITO,0,,,,
9084,ESC.PRESIDENTE EDUARDO FREI MONTALVA,13120,NUNOA,1,1,"-33,459078490000000","-70,58108893000001",0,GRATUITO,784,24,62.0,12.64516129032258,32.666666666666664,MUNICIPAL_CORP,GRATUITO,0,289.0,270.0,,
9085,ESCUELA JOSE BERNARDO SUAREZ,13118,MACUL,6,5,"-33,477749879999990","-70,60731112000001",0,GRATUITO,499,17,52.0,9.596153846153848,29.352941176470587,SLEP,GRATUITO,0,278.0,260.0,,
9086,ESCUELA AURORA DE CHILE,13120,NUNOA,1,1,"-33,445828669999990","-70,60109451000000",0,GRATUITO,146,15,23.0,6.3478260869565215,9.733333333333333,MUNICIPAL_CORP,GRATUITO,0,,,,
9087,CENTRO EDUC. VALLE HERMOSO,13122,PENALOLEN,1,1,"-33,470309950000000","-70,53147638000000",0,GRATUITO,766,29,76.0,10.078947368421051,26.41379310344828,MUNICIPAL_CORP,GRATUITO,0,273.0,257.0,232.0,231.0
9088,LICEO ANTONIO HERMIDA FABRES,13122,PENALOLEN,1,1,"-33,476560110000000","-70,56404362000001",0,GRATUITO,1241,46,107.0,11.598130841121495,26.97826086956522,MUNICIPAL_CORP,GRATUITO,0,251.0,241.0,245.0,232.0
9089,ESCUELA BÁSICA JOSÉ TORIBIO MEDINA,13120,NUNOA,1,1,"-33,457009569999990","-70,59402437999999",0,GRATUITO,623,20,54.0,11.537037037037036,31.15,MUNICIPAL_CORP,GRATUITO,0,286.0,265.0,,
9090,ESCUELA BAS. CENTRO EDUCACIONAL MILLANTU,13118,MACUL,6,5,"-33,474235080000000","-70,58377177000000",0,GRATUITO,252,10,28.0,9.0,25.2,SLEP,GRATUITO,0,229.0,244.0,,
9091,ESCUELA REPUBLICA DE FRANCIA,13120,NUNOA,1,1,"-33,468063270000000","-70,60057686000000",0,GRATUITO,392,11,30.0,13.066666666666666,35.63636363636363,MUNICIPAL_CORP,GRATUITO,0,276.0,278.0,,
9097,ESCUELA REPUBLICA DE COSTA RICA,13120,NUNOA,1,1,"-33,456526290000000","-70,59439404000000",0,GRATUITO,609,20,54.0,11.27777777777778,30.45,MUNICIPAL_CORP,GRATUITO,0,290.0,267.0,,
9098,LICEO JUAN BAUTISTA PASTEN,13122,PENALOLEN,1,1,"-33,473103400000000","-70,53794578000000",0,GRATUITO,466,23,51.0,9.137254901960784,20.26086956521739,MUNICIPAL_CORP,GRATUITO,0,251.0,247.0,,
9100,LICEO REPUBLICA DE SIRIA,13120,NUNOA,1,1,"-33,455732849999990","-70,57434200000000",0,GRATUITO,2012,56,128.0,15.71875,35.92857142857143,MUNICIPAL_CORP,GRATUITO,0,298.0,299.0,274.0,308.0
9102,ESCUELA GUILLERMO ZANARTU IRIGOYEN,13120,NUNOA,1,1,"-33,463156509999990","-70,61847716000000",0,GRATUITO,609,20,45.0,13.533333333333331,30.45,MUNICIPAL_CORP,GRATUITO,0,280.0,253.0,,
9103,ESCUELA UNION NACIONAL ARABE,13122,PENALOLEN,1,1,"-33,465970839999990","-70,53484915000000",0,GRATUITO,514,19,46.0,11.173913043478262,27.05263157894737,MUNICIPAL_CORP,GRATUITO,0,267.0,247.0,,
9104,ESCUELA VILLA MACUL,13118,MACUL,6,5,"-33,491569600000000","-70,59375729000000",0,GRATUITO,600,22,54.0,11.11111111111111,27.272727272727277,SLEP,GRATUITO,0,270.0,249.0,,
9105,CENTRO EDUCACIONAL EDUARDO DE LA BARRA,13122,PENALOLEN,1,1,"-33,505626579999990","-70,56752254000000",0,GRATUITO,738,26,67.0,11.014925373134329,28.384615384615383,MUNICIPAL_CORP,GRATUITO,0,248.0,256.0,226.0,222.0
9106,CENTRO EDUCACION MARIANO EGANA,13122,PENALOLEN,1,1,"-33,470362639999990","-70,57178165000001",0,GRATUITO,999,35,92.0,10.858695652173912,28.542857142857144,MUNICIPAL_CORP,GRATUITO,0,262.0,257.0,238.0,228.0
9107,CENTRO EDUCACIONAL INTEGRAL DE ADULTOS ERASMO ESCALA ARRIAGADA (CEIA)),13122,PENALOLEN,1,1,"-33,465761170000000","-70,56312819000000",0,GRATUITO,226,9,25.0,9.04,25.11111111111111,MUNICIPAL_CORP,GRATUITO,0,,,,
9110,ESCUELA CARLOS FERNANDEZ PENA,13122,PENALOLEN,1,1,"-33,467590270000000","-70,55256971000000",0,GRATUITO,343,11,28.0,12.25,31.181818181818183,MUNICIPAL_CORP,GRATUITO,0,290.0,312.0,,
9111,ESCUELA LUIS  ARRIETA CANAS,13122,PENALOLEN,1,1,"-33,464398830000000","-70,55651512000000",0,GRATUITO,440,14,36.0,12.22222222222222,31.428571428571427,MUNICIPAL_CORP,GRATUITO,0,288.0,255.0,240.0,247.0
9116,LICEO MUNICIPALIZADO MANUEL ROJAS,13118,MACUL,6,5,"-33,475472330000000","-70,59440777000000",0,GRATUITO,113,10,22.0,5.136363636363637,11.3,SLEP,GRATUITO,0,279.0,276.0,,
9117,COLEGIO BICENTENARIO MATILDE HUICI NAVAS,13122,PENALOLEN,1,1,"-33,475595679999990","-70,53208997999999",0,GRATUITO,627,23,53.0,11.830188679245284,27.26086956521739,MUNICIPAL_CORP,GRATUITO,0,291.0,270.0,249.0,260.0
9121,ESCUELA TOBALABA,13122,PENALOLEN,1,1,"-33,473341620000000","-70,55628037000000",0,GRATUITO,502,17,43.0,11.674418604651162,29.529411764705884,MUNICIPAL_CORP,GRATUITO,0,323.0,264.0,,
9122,ESCUELA JULIO MONTT SALAMANCA,13118,MACUL,6,5,"-33,494132670000000","-70,59768124999999",0,GRATUITO,537,18,53.0,10.132075471698114,29.83333333333333,SLEP,GRATUITO,0,290.0,276.0,,
9125,ESCUELA BASICA,13118,MACUL,6,5,"-33,501853169999990","-70,60692881999999",0,GRATUITO,617,21,54.0,11.425925925925926,29.38095238095238,SLEP,GRATUITO,0,292.0,274.0,,
9127,COLEGIO LIKANKURA DE PEÑALOLÉN,13122,PENALOLEN,1,1,"-33,473826750000000","-70,55642894000000",0,GRATUITO,502,21,46.0,10.91304347826087,23.904761904761905,MUNICIPAL_CORP,GRATUITO,0,313.0,291.0,,
9128,ESCUELA DE ED.DIFERENCIAL HELLEN KELLER,13120,NUNOA,1,1,"-33,443466680000000","-70,57462594000000",0,GRATUITO,85,13,22.0,3.863636363636364,6.538461538461538,MUNICIPAL_CORP,GRATUITO,0,,,,
9131,ESCUELA JUAN MOYA MORALES,13120,NUNOA,1,1,"-33,468388060000000","-70,59059880000000",0,GRATUITO,560,18,43.0,13.023255813953488,31.11111111111111,MUNICIPAL_CORP,GRATUITO,0,297.0,301.0,,
9135,COLEGIO APOSTOL SAN PEDRO,13120,NUNOA,4,3,"-33,454451000000000","-70,60943000000000",0,$50.001 A $100.000,126,12,13.0,9.692307692307692,10.5,PARTICULAR_PAGADO,$50.001 A $100.000,4,,264.0,281.0,271.0
9137,ESCUELA PARTICULAR ESPECIAL CEINTRALE,13120,NUNOA,3,2,"-33,458508000000000","-70,59179000000000",0,GRATUITO,104,8,7.0,14.857142857142858,13.0,PARTICULAR_SUBV,GRATUITO,0,,,,
9140,ESCUELA PARTICULAR SANTA VICTORIA,13122,PENALOLEN,3,2,"-33,461889200000000","-70,56965107000001",0,GRATUITO,746,20,44.0,16.954545454545453,37.3,PARTICULAR_SUBV,GRATUITO,0,245.0,244.0,226.0,234.0
9142,ESCUELA BASICA PARTICULAR LOS HUSARES,13118,MACUL,3,2,"-33,493010030000000","-70,60947941000001",0,GRATUITO,218,8,11.0,19.818181818181817,27.25,PARTICULAR_SUBV,GRATUITO,0,269.0,260.0,,
9144,ESCUELA BASICA MARTINEZ DE ROZAS,13122,PENALOLEN,3,2,"-33,474731470000000","-70,56402106000000",0,GRATUITO,525,20,31.0,16.93548387096774,26.25,PARTICULAR_SUBV,GRATUITO,0,283.0,279.0,,
9145,ESCUELA PARTICULAR MANUEL ANTONIO MATTA,13120,NUNOA,3,2,"-33,456566380000000","-70,61988875999999",0,$50.001 A $100.000,163,8,16.0,10.1875,20.375,PARTICULAR_SUBV,$50.001 A $100.000,4,268.0,248.0,,
9147,COLEGIO PARTICULAR N 1 DE NUNOA,13120,NUNOA,3,2,"-33,470598440000000","-70,58935544000001",0,GRATUITO,925,26,53.0,17.452830188679247,35.57692307692308,PARTICULAR_SUBV,GRATUITO,0,292.0,289.0,300.0,330.0
9150,ESCUELA PARTICULAR REGINA MUNDI,13118,MACUL,3,2,"-33,492023640000000","-70,58759761000000",0,GRATUITO,986,28,55.0,17.927272727272726,35.214285714285715,PARTICULAR_SUBV,GRATUITO,0,279.0,244.0,262.0,241.0
9151,COLEGIO SANTA MARGARITA DE ESCOCIA,13120,NUNOA,3,2,"-33,450779660000000","-70,62689684999999",0,$25.001 A $50.000,276,12,25.0,11.04,23.0,PARTICULAR_SUBV,$25.001 A $50.000,3,282.0,261.0,265.0,259.0
9153,CENTRO DE CAPACITACIÓN LABORAL PARA DEFICIENTES MENTALES,13120,NUNOA,3,2,"-33,449050000000000","-70,61997000000000",0,GRATUITO,60,6,8.0,7.5,10.0,PARTICULAR_SUBV,GRATUITO,0,,,,
9156,ESCUELA BAS. RENACIMIENTO N_ 1,13120,NUNOA,3,2,"-33,460520629999990","-70,61981975000000",0,GRATUITO,35,4,5.0,7.0,8.75,PARTICULAR_SUBV,GRATUITO,0,287.0,256.0,,
9158,COLEGIO PARTICULAR SAN FERNANDO,13122,PENALOLEN,3,2,"-33,503521270000000","-70,57830248000000",0,GRATUITO,1701,42,69.0,24.65217391304348,40.5,PARTICULAR_SUBV,GRATUITO,0,285.0,253.0,242.0,244.0
9162,ESCUELA PARTICULAR NUESTRA SRA.DEL PILAR,13118,MACUL,3,2,"-33,490526600000000","-70,58173117000000",0,GRATUITO,661,19,40.0,16.525,34.78947368421053,PARTICULAR_SUBV,GRATUITO,0,274.0,248.0,,
9164,LICEO POLITEC.PARTICULAR CARMEN ARRIARAN,13122,PENALOLEN,3,2,"-33,509719509999990","-70,58672699000000",0,GRATUITO,578,16,28.0,20.642857142857142,36.125,PARTICULAR_SUBV,GRATUITO,0,,,237.0,231.0
9165,ESCUELA BAS. N_ 850 SANTA SOFIA,13122,PENALOLEN,3,2,"-33,475850060000000","-70,56511123000000",0,GRATUITO,297,10,22.0,13.5,29.7,PARTICULAR_SUBV,GRATUITO,0,267.0,242.0,,
9168,COLEGIO LIBERTADOR SIMON BOLIVAR,13118,MACUL,3,2,"-33,480054850000000","-70,58281687000000",0,$25.001 A $50.000,983,27,52.0,18.903846153846157,36.407407407407405,PARTICULAR_SUBV,$25.001 A $50.000,3,298.0,279.0,266.0,300.0
9171,ESCUELA SAN JOSE OBRERO,13122,PENALOLEN,3,2,"-33,472227550000000","-70,53463492000000",0,GRATUITO,265,10,28.0,9.464285714285714,26.5,PARTICULAR_SUBV,GRATUITO,0,278.0,242.0,,
9172,COLEGIO POLIV. ROCKET COLLEGE,13118,MACUL,3,2,"-33,480968560000000","-70,58833939000000",0,GRATUITO,490,18,27.0,18.14814814814815,27.22222222222222,PARTICULAR_SUBV,GRATUITO,0,261.0,263.0,234.0,238.0
9175,ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL,13122,PENALOLEN,3,2,"-33,504420130000000","-70,58625073000000",0,GRATUITO,190,10,21.0,9.047619047619047,19.0,PARTICULAR_SUBV,GRATUITO,0,228.0,228.0,,
9179,COLEGIO SANTA MARTA,13120,NUNOA,3,2,"-33,438659020000000","-70,57565916999999",0,GRATUITO,684,19,40.0,17.1,36.0,PARTICULAR_SUBV,GRATUITO,0,284.0,278.0,258.0,251.0
9182,COLEGIO POLIVALENTE YORK,13122,PENALOLEN,3,2,"-33,465870789999990","-70,57364508000001",0,$10.001 A $25.000,702,31,53.0,13.245283018867925,22.64516129032258,PARTICULAR_SUBV,$10.001 A $25.000,2,264.0,250.0,256.0,237.0
9183,ESC.PARA SORDOS DR. OTTE GABLER,13129,SAN JOAQUIN,3,2,"-33,491642000000000","-70,62030799999999",0,GRATUITO,105,17,25.0,4.2,6.176470588235294,PARTICULAR_SUBV,GRATUITO,0,,,,
9184,COLEGIO PRECIOSA SANGRE,13120,NUNOA,3,2,"-33,458414790000000","-70,60498815000000",0,$25.001 A $50.000,545,14,36.0,15.13888888888889,38.92857142857143,PARTICULAR_SUBV,$25.001 A $50.000,3,285.0,288.0,290.0,291.0
9185,LICEO SALESIANO CAMILO ORTUZAR MONTT,13118,MACUL,3,2,"-33,506006399999990","-70,59165412999999",0,$50.001 A $100.000,1537,42,93.0,16.526881720430108,36.595238095238095,PARTICULAR_SUBV,$50.001 A $100.000,4,298.0,272.0,258.0,289.0
9187,ESC. PART. MARTA BRUNET,13118,MACUL,3,2,"-33,505149400000000","-70,60778092000000",0,GRATUITO,182,8,13.0,14.0,22.75,PARTICULAR_SUBV,GRATUITO,0,306.0,274.0,,
9189,TALLER DIFER.DOCTOR ALFONSO ASENJO G.,13120,NUNOA,3,2,"-33,450600000000000","-70,62638000000000",0,GRATUITO,15,3,7.0,2.142857142857143,5.0,PARTICULAR_SUBV,GRATUITO,0,,,,
9190,ESCUELA PARTICULAR COLEGIO CEDI,13118,MACUL,4,3,"-33,491097850000000","-70,59394478000000",0,MAS DE $100.000,98,7,13.0,7.538461538461538,14.0,PARTICULAR_PAGADO,MAS DE $100.000,5,295.0,285.0,,
9194,CENTRO EDUC PROFES GMO GONZALEZ HEINRICH,13120,NUNOA,3,2,"-33,458000770000000","-70,59771422000000",0,GRATUITO,565,20,40.0,14.125,28.25,PARTICULAR_SUBV,GRATUITO,0,,,235.0,235.0
9197,ESCUELA PARTICULAR WELCOME SCHOOL,13122,PENALOLEN,3,2,"-33,508665639999990","-70,57912718000000",0,GRATUITO,665,19,41.0,16.21951219512195,35.0,PARTICULAR_SUBV,GRATUITO,0,274.0,244.0,,
9200,COLEGIO PARTICULAR JORGE PRIETO LETELIER,13122,PENALOLEN,3,2,"-33,507416970000000","-70,56419508000000",0,GRATUITO,702,22,36.0,19.5,31.90909090909091,PARTICULAR_SUBV,GRATUITO,0,249.0,244.0,223.0,228.0
